enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,looking_for_job_change
20850,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,>4,23,No
7155,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,20,No
5914,city_159,0.843,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,33,No
3993,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,80,No
13531,city_136,0.897,Unknown,Has relevent experience,no_enrollment,Unknown,Unknown,11,<10,Unknown,2,88,No
13430,city_114,0.925999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,Arts,10,100-500,Pvt Ltd,2,99,No
24142,city_7,0.647,Male,Has relevent experience,no_enrollment,High School,Unknown,5,Unknown,Unknown,2,38,No
19915,city_21,0.624,Unknown,No relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,264,No
7484,city_103,0.92,Male,No relevent experience,no_enrollment,High School,Unknown,>20,5000-9999,Pvt Ltd,>4,26,No
16929,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,Other,15,1000-4999,Pvt Ltd,4,43,No
29719,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,Unknown,6,10000+,Pvt Ltd,1,48,No
31348,city_99,0.915,Other,Has relevent experience,no_enrollment,Phd,STEM,Unknown,1000-4999,Pvt Ltd,>4,35,No
15716,city_104,0.924,Unknown,Has relevent experience,no_enrollment,Masters,Other,<1,100-500,Public Sector,1,40,No
2628,city_78,0.579,Male,Has relevent experience,no_enrollment,High School,Unknown,8,Unknown,Unknown,1,20,No
21067,city_160,0.92,Male,No relevent experience,Full time course,Masters,Other,17,10000+,Public Sector,1,66,No
18504,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,4,28,No
21527,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,>4,41,No
18997,city_136,0.897,Unknown,No relevent experience,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,22,No
33018,city_176,0.764,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,131,No
26806,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,2,66,No
19905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,62,No
15743,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,48,No
8783,city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Unknown,Unknown,>4,18,No
24146,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Unknown,1,135,No
27402,city_103,0.92,Male,No relevent experience,no_enrollment,High School,Unknown,3,Unknown,Unknown,never,96,No
25198,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,>4,38,No
15555,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,1,51,No
21847,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,7,No
15415,city_114,0.925999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,53,No
21995,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Unknown,Unknown,1,140,No
6103,city_16,0.91,Unknown,Has relevent experience,no_enrollment,Masters,STEM,4,Unknown,Unknown,1,18,No
27084,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,500-999,Pvt Ltd,>4,52,No
7937,city_123,0.738,Male,No relevent experience,no_enrollment,Unknown,Unknown,2,Unknown,Unknown,never,68,No
10827,city_16,0.91,Male,No relevent experience,Part time course,Masters,STEM,4,<10,Early Stage Startup,1,90,No
21911,city_114,0.925999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,4,83,No
15446,city_114,0.925999999999999,Male,No relevent experience,Part time course,High School,Unknown,6,50-99,Pvt Ltd,2,108,No
23100,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,2,No
27697,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Public Sector,4,8,No
6070,city_71,0.884,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,89,No
8118,city_75,0.939,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Unknown,3,128,No
24697,city_158,0.765999999999999,Female,No relevent experience,Full time course,Graduate,STEM,8,Unknown,Unknown,never,56,No
4984,city_21,0.624,Male,No relevent experience,Full time course,Graduate,Arts,1,Unknown,Pvt Ltd,never,42,No
20055,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,100-500,Pvt Ltd,4,10,No
19179,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,23,No
17378,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,95,No
8541,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,Unknown,77,No
9773,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,4,94,No
12078,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,4,130,No
29851,city_57,0.866,Male,Has relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,1,155,No
23567,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,58,No
11342,city_75,0.939,Male,Has relevent experience,no_enrollment,High School,Unknown,>20,10000+,Pvt Ltd,>4,116,No
11546,city_65,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,2,40,No
11966,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,100-500,Pvt Ltd,1,36,No
13,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,78,No
28367,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Unknown,Unknown,1,25,No
26173,city_19,0.682,Male,No relevent experience,no_enrollment,High School,Unknown,<1,Unknown,Unknown,never,51,No
22490,city_114,0.925999999999999,Male,No relevent experience,Full time course,High School,Unknown,6,10000+,Pvt Ltd,4,144,No
32652,city_65,0.802,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,4,124,No
29865,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,36,No
26247,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Unknown,>4,127,No
31240,city_114,0.925999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,31,No
12763,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,Arts,9,<10,Public Sector,3,28,No
6872,city_28,0.939,Unknown,No relevent experience,Unknown,Masters,STEM,6,500-999,Pvt Ltd,>4,74,No
23178,city_103,0.92,Unknown,No relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,100,No
5159,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,Unknown,18,Unknown,Unknown,>4,108,No
6516,city_102,0.804,Unknown,Has relevent experience,Full time course,High School,Unknown,6,500-999,Pvt Ltd,never,6,No
3196,city_104,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,7,<10,Early Stage Startup,1,20,No
4478,city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,Unknown,7,No
11827,city_83,0.922999999999999,Male,No relevent experience,Part time course,Graduate,STEM,14,50-99,Pvt Ltd,1,72,No
19826,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,1,21,No
9440,city_118,0.722,Unknown,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,Unknown,30,No
3222,city_150,0.698,Male,Has relevent experience,no_enrollment,Unknown,Unknown,11,Unknown,Unknown,1,190,No
15183,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,36,No
15496,city_23,0.899,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,>4,26,No
4490,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,42,No
28014,city_118,0.722,Male,Has relevent experience,Full time course,High School,Unknown,1,5000-9999,Public Sector,1,48,No
12993,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,17,No
31373,city_159,0.843,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,246,No
27578,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,NGO,1,110,No
14995,city_114,0.925999999999999,Male,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,1,5,No
5444,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,15,100-500,Funded Startup,2,56,No
32739,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,36,No
32925,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,78,No
5635,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,17,No
11720,city_28,0.939,Male,No relevent experience,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,>4,22,No
10679,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,17,No
5131,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,92,No
10196,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,3,46,No
18583,city_162,0.767,Unknown,Has relevent experience,Part time course,Graduate,STEM,8,100-500,NGO,1,24,No
30754,city_64,0.665999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,312,No
2985,city_55,0.739,Male,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Public Sector,never,69,No
4162,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,2,22,No
3744,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,1,20,No
5418,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,100-500,Public Sector,1,4,No
12729,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Unknown,Unknown,never,2,No
22622,city_100,0.887,Unknown,Has relevent experience,no_enrollment,High School,Unknown,4,<10,Pvt Ltd,4,12,No
30485,city_98,0.949,Male,No relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,11,No
20720,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,<10,Pvt Ltd,2,28,No
5638,city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,never,131,No
2967,city_30,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,7,No
5178,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,24,No
27414,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,9,No
6252,city_36,0.893,Male,No relevent experience,Full time course,Graduate,STEM,8,<10,Pvt Ltd,never,312,No
18044,city_114,0.925999999999999,Unknown,No relevent experience,Full time course,High School,Unknown,<1,Unknown,Unknown,never,50,No
10964,city_114,0.925999999999999,Male,No relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,never,29,No
7157,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,18,Unknown,Unknown,4,110,No
6470,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,34,No
18771,city_114,0.925999999999999,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,4,53,No
21292,city_75,0.939,Unknown,Has relevent experience,Part time course,Graduate,STEM,5,500-999,Public Sector,4,22,No
27149,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,1,6,No
